Total,pde_loss,terminal_loss,boundary_0_loss,boundary_max_loss
0.7639707326889038,0.0004326199123170227,0.01624996028840542,0.01872768998146057,0.7285604476928711
2.3915958404541016,0.04203753545880318,1.2598243951797485,1.0222009420394897,0.06753312051296234
0.39592424035072327,0.005146735813468695,0.11772315949201584,0.09061039984226227,0.18244394659996033
0.8570209741592407,0.0006669481517747045,0.03541506081819534,0.03196481242775917,0.7889741659164429
0.971865713596344,0.0026476052589714527,0.06008836254477501,0.04931814223527908,0.8598116040229797
0.5397392511367798,0.0023043425753712654,0.0019209162564948201,0.0006079492159187794,0.5349060297012329
0.3386422395706177,0.0006889182841405272,0.06406489759683609,0.06679659336805344,0.20709183812141418
0.5243636965751648,0.00013562521780841053,0.23674577474594116,0.22817690670490265,0.059305377304553986
0.557456374168396,0.00017875383491627872,0.25478577613830566,0.2514430284500122,0.05104878544807434
0.3705425262451172,0.003858665470033884,0.0985838770866394,0.11918087303638458,0.14891910552978516
0.43079453706741333,0.027206474915146828,7.815060234861448e-05,0.009830811992287636,0.39367911219596863
0.5472918152809143,0.046234309673309326,0.010571209713816643,0.000651451526209712,0.48983484506607056
0.3931404948234558,0.03846587613224983,0.0006565075600519776,0.016384955495595932,0.3376331627368927
0.327541708946228,0.023484205827116966,0.05344539135694504,0.09036417305469513,0.16024793684482574
0.4032043218612671,0.01625961996614933,0.1363574117422104,0.17418846487998962,0.0763988345861435
0.4206164479255676,0.01562414038926363,0.1527101993560791,0.18811187148094177,0.06417024880647659
0.35441964864730835,0.018476517871022224,0.10294567048549652,0.13580211997032166,0.0971953272819519
0.3035663366317749,0.023479720577597618,0.042815014719963074,0.06963394582271576,0.1676376312971115
0.3176730275154114,0.028604751452803612,0.009882986545562744,0.02715725637972355,0.25202804803848267
0.35325151681900024,0.030641358345746994,0.0014532078057527542,0.011030526831746101,0.3101264238357544
0.3547096848487854,0.028087714686989784,0.0012936388375237584,0.009320777840912342,0.3160075545310974
0.3224904239177704,0.022662034258246422,0.006730969995260239,0.017340295016765594,0.2757571339607239
0.2933797240257263,0.01728343963623047,0.02421134151518345,0.03696171194314957,0.21492323279380798
0.2910359501838684,0.013848906382918358,0.052882127463817596,0.06562680751085281,0.15867812931537628
0.3058537244796753,0.012912102043628693,0.07962662726640701,0.09186838567256927,0.12144659459590912
0.3121805787086487,0.014584062620997429,0.08871500939130783,0.10199517011642456,0.10688634216785431
0.3001406490802765,0.01866392232477665,0.07669644057750702,0.09231562167406082,0.11246466636657715
0.2814951539039612,0.025491246953606606,0.05257537215948105,0.07021888345479965,0.13320963084697723
0.2729370594024658,0.034463070333004,0.02904490754008293,0.04657920077443123,0.16284990310668945
0.27803999185562134,0.043384402990341187,0.014183985069394112,0.029422741383314133,0.19104886054992676
0.28432148694992065,0.04881218448281288,0.008378541097044945,0.021043073385953903,0.20608767867088318
0.2786729335784912,0.048179253935813904,0.009001869708299637,0.020426809787750244,0.20106498897075653
0.2628745436668396,0.04188283532857895,0.016000637784600258,0.026633918285369873,0.17835715413093567
0.25005143880844116,0.03301580250263214,0.03069285862147808,0.03849777951836586,0.14784498512744904
0.2472640872001648,0.025129299610853195,0.049700237810611725,0.05161937326192856,0.12081518024206161
0.24658691883087158,0.020379936322569847,0.06320229172706604,0.05810656026005745,0.1048981174826622
0.23623579740524292,0.019499529153108597,0.06192151457071304,0.051852501928806305,0.10296225547790527
0.21790380775928497,0.022633027285337448,0.04626971483230591,0.03480500355362892,0.1141960620880127
0.20616868138313293,0.028827812522649765,0.027386322617530823,0.016670959070324898,0.1332835853099823
0.20407164096832275,0.033471591770648956,0.017069054767489433,0.006278169807046652,0.14725282788276672
0.19203105568885803,0.029853707179427147,0.0186723992228508,0.0038479871582239866,0.13965696096420288
0.1696261465549469,0.01886754110455513,0.034636206924915314,0.0067055849358439445,0.10941682010889053
0.16088248789310455,0.009493772871792316,0.062346745282411575,0.012434407137334347,0.07660756260156631
0.1521383821964264,0.006886312272399664,0.07421748340129852,0.010589632205665112,0.06044496223330498
0.13081035017967224,0.01147475652396679,0.0538661852478981,0.0012028791243210435,0.06426651775836945
0.13034018874168396,0.020282145589590073,0.035474635660648346,0.0028054446447640657,0.07177796214818954
0.11735789477825165,0.01682194136083126,0.047852370887994766,0.003287350293248892,0.04939623549580574
0.11701371520757675,0.007091096136718988,0.09100557863712311,0.00010673287033569068,0.01881030760705471
0.11569598317146301,0.0076357098296284676,0.09403635561466217,0.0014703738270327449,0.012553545646369457
0.12171685695648193,0.018039830029010773,0.06131066754460335,0.021036973223090172,0.021329378709197044
0.12101815640926361,0.012981277890503407,0.07595027983188629,0.02013537660241127,0.011951221153140068
0.1303747594356537,0.004762453958392143,0.11530126631259918,0.007803776301443577,0.0025072568096220493
0.1266174465417862,0.007120745722204447,0.09817742556333542,0.01689193584024906,0.00442733708769083
0.1332230120897293,0.013773797079920769,0.07285600900650024,0.03543059900403023,0.011162606067955494
0.12446829676628113,0.008597278036177158,0.09188918769359589,0.018538637086749077,0.00544319674372673
0.12599915266036987,0.005840423051267862,0.10905858874320984,0.008117525838315487,0.0029826161917299032
0.11683719605207443,0.011316243559122086,0.08016897737979889,0.015571966767311096,0.00978001207113266
0.11627557873725891,0.015156310983002186,0.06529383361339569,0.01850348338484764,0.01732194423675537
0.10951313376426697,0.010159141384065151,0.07935003936290741,0.0064675272442400455,0.013536426238715649
0.1099712923169136,0.008024124428629875,0.08627323061227798,0.002077020239084959,0.013596911914646626
0.1061488687992096,0.011379333212971687,0.0669749304652214,0.003936969209462404,0.023857638239860535
0.10818950831890106,0.014707212336361408,0.053752798587083817,0.005437055602669716,0.03429244086146355
0.10655699670314789,0.013015623204410076,0.059261880815029144,0.0018936926499009132,0.032385800033807755
0.10843756794929504,0.010920407250523567,0.06944143772125244,0.0001413812569808215,0.02793433889746666
0.10841597616672516,0.012384633533656597,0.06468932330608368,0.00013636166113428771,0.031205657869577408
0.10862711071968079,0.016070928424596786,0.0520765483379364,0.0007820456521585584,0.03969758749008179
0.10932764410972595,0.01722659543156624,0.048738330602645874,0.0009952265536412597,0.042367491871118546
0.10794290900230408,0.014672120101749897,0.056727491319179535,0.00021205614029895514,0.036331240087747574
0.1081274226307869,0.012506088241934776,0.06401845067739487,0.0001152792465290986,0.0314875990152359
0.10625345259904861,0.013010342605412006,0.05947151407599449,0.00020809753914363682,0.03356350213289261
0.10538327693939209,0.014473849907517433,0.05178515613079071,0.0012861463474109769,0.03783812001347542
0.10385094583034515,0.013720804825425148,0.05346404388546944,0.0015665541868656874,0.035099539905786514
0.10230078548192978,0.011440595611929893,0.06295029819011688,0.0007450279081240296,0.02716486155986786
0.10135272145271301,0.010897858999669552,0.06615812331438065,0.0008654018165543675,0.023431342095136642
0.09983773529529572,0.012512972578406334,0.059371788054704666,0.00281022721901536,0.025142747908830643
0.09945543110370636,0.013172408565878868,0.05703095719218254,0.004601279739290476,0.02465079352259636
0.09834492206573486,0.011509012430906296,0.06392483413219452,0.0035964802373200655,0.019314592704176903
0.09830810129642487,0.010143725201487541,0.06960714608430862,0.0030067984480410814,0.015550424344837666
0.09736867249011993,0.010627541691064835,0.0651484951376915,0.0049133095890283585,0.016679326072335243
0.09722477197647095,0.011309102177619934,0.06017198786139488,0.007307471241801977,0.018436212092638016
0.09621752798557281,0.01042915228754282,0.0635833889245987,0.0062671019695699215,0.015937885269522667
0.09569169580936432,0.009535574354231358,0.06851689517498016,0.0045649041421711445,0.013074320740997791
0.09446977823972702,0.010213077068328857,0.06480033695697784,0.005327622406184673,0.01412874273955822
0.09356527030467987,0.011309344321489334,0.05875997990369797,0.00683377031236887,0.016662176698446274
0.09218338131904602,0.011067597195506096,0.059416044503450394,0.005679515656083822,0.016020221635699272
0.09103436768054962,0.010313441045582294,0.06266748905181885,0.0037561089266091585,0.014297331683337688
0.08965344727039337,0.010430259630084038,0.05996493622660637,0.0036617680452764034,0.015596489422023296
0.08843839168548584,0.010979576967656612,0.054372936487197876,0.004437489900738001,0.018648389726877213
0.08715677261352539,0.010960806161165237,0.05328167602419853,0.0037975807208567858,0.019116703420877457
0.0859072357416153,0.010683459229767323,0.055333077907562256,0.0023857010528445244,0.017504995688796043
0.08468365669250488,0.010905593633651733,0.054081860929727554,0.001999717438593507,0.017696481198072433
0.0833447054028511,0.0114361010491848,0.04956033453345299,0.0024856836535036564,0.01986258663237095
0.08205874264240265,0.011636306531727314,0.04732875898480415,0.002537549240514636,0.020556127652525902
0.0805613324046135,0.011506978422403336,0.048448558896780014,0.0018383832648396492,0.01876741275191307
0.07913573831319809,0.011495827697217464,0.048576585948467255,0.0015248379204422235,0.017538482323288918
0.07749484479427338,0.011696666479110718,0.04553879424929619,0.0019970692228525877,0.018262315541505814
0.07594499737024307,0.012012774124741554,0.042759694159030914,0.002540875691920519,0.01863165758550167
0.07425391674041748,0.012506784871220589,0.042642492800951004,0.0023558775428682566,0.016748756170272827
0.07267539948225021,0.013149440288543701,0.04282486066222191,0.0021123606711626053,0.014588738791644573
0.0710332915186882,0.013619473204016685,0.0406167171895504,0.0026065290439873934,0.014190572313964367
